Current_season,Month,Previous_covid_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,JUL,2023-24,Iowa,0.0008,0,0.0008,480,0,593437,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Idaho,0.001,0.001,-0,328,334,322101,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Illinois,0.0011,4.1201e-07,0.0011,"2,740",1,2427133,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Indiana,0.0008,0,0.0008,990,0,1278598,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Kansas,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,Kentucky,0.0006,0,0.0006,509,0,875398,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Louisiana,0.0007,0,0.0007,596,0,873539,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,Maine,0.001,0,0.001,308,0,300529,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Marshall Islands,0,0,0,0,0,7700,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Michigan,0,0,0,0,0,2020773,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Minnesota,0.0015,0,0.0015,"1,656",0,1091861,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Missouri,0.0009,0,0.0009,"1,068",0,1190710,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,N. Mariana Islands,0.0022,0,0.0022,27,0,12020,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Mississippi,0.0004,1.7805e-06,0.0004,217,1,561642,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Montana,0.0007,0,0.0007,155,0,207146,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,North Carolina,0,0,0,0,0,2056433,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,North Dakota,0.0005,0,0.0005,59,0,130824,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,New Jersey,0.0011,0.0011,-0,"2,041","2,088",1829219,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,New Mexico,0.0016,0,0.0016,617,0,386838,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Nevada,0.0013,0,0.0013,743,0,587166,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,New York,0.0008,0,0.0008,"1,845",0,2337214,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Ohio,0,0,0,0,0,2314476,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Oklahoma,0.0007,0,0.0007,467,0,712915,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Oregon,0.0024,0.0024,0,"1,922","1,899",784957,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Pennsylvania,0.0008,0,0.0008,"1,902",0,2335478,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Philadelphia,0.0015,0,0.0015,400,0,270072,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Puerto Rico,0.0003,0,0.0003,218,0,640160,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,Republic of Palau,0,0,0,0,0,4023,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,South Dakota,0.0005,0,0.0005,86,0,164468,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Houston,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,Tennessee,0.0006,0,0.0006,863,0,1335281,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Texas,0.0007,0.0009,-0.0002,"3,378","4,289",5025173,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Utah,0.001,0,0.001,479,0,460217,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Virginia,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2023-24,U.S. Virgin Islands ,0.0005,0,0.0005,12,0,22448,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Vermont,0.001,0,0.001,135,0,133652,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Washington,0.0022,0,0.0022,"3,136",0,1415568,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Wisconsin,0.001,0,0.001,"1,221",0,1184308,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,West Virginia,0.0004,0,0.0004,128,0,364081,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Wyoming,0.0005,0,0.0005,52,0,108898,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Alaska,0.0004,0,0.0004,13,0,30474,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Alabama,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,Arkansas,0,0,0,4,0,113842,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,American Samoa,0,0,0,0,0,2608,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Arizona,0.0006,0,0.0006,150,0,260352,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York City,0.0004,0,0.0004,117,0,302005,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,California,0.0009,1.4138e-06,0.0009,"1,278",2,1414649,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Chicago,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,Colorado,0.0006,5.0393e-06,0.0006,116,1,198442,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Connecticut,0.0006,0,0.0006,70,0,110266,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,District of Columbia,0.0003,0,0.0003,9,1,26160,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Delaware,0.0004,0,0.0004,12,0,33304,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Florida,0.0003,0,0.0003,212,0,692623,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Federated States of Micronesia,0,0,0,0,0,5706,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Georgia,0.0002,0,0.0002,62,0,396292,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Guam,0.0002,0,0.0002,2,0,9444,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,Iowa,0.0002,0,0.0002,24,0,118179,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Idaho,0.0004,0.001,-0.0005,29,67,70468,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Illinois,0.0006,0,0.0006,284,0,446316,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Indiana,0.0003,3.9438e-06,0.0003,81,1,253562,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Kansas,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,Kentucky,0.0005,0,0.0005,76,0,164299,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Louisiana,0.0002,5.5202e-06,0.0002,35,1,181154,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,Maine,0.001,0,0.001,40,0,38454,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Marshall Islands,0.003,0,0.003,15,0,5080,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Michigan,0,0,0,0,0,342016,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Minnesota,0.0004,0,0.0004,82,0,212202,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Missouri,0.0001,4.4807e-06,0.0001,27,1,223181,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,N. Mariana Islands,0,0,0,0,0,2226,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Mississippi,0,0,0,4,0,110338,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Montana,0.0002,0,0.0002,8,0,37112,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Carolina,0,0,0,0,0,369112,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Dakota,0.0001,0,0.0001,3,0,32285,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,New Jersey,0.0002,0.0012,-0.001,49,375,313043,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New Mexico,0.0009,0,0.0009,64,0,72986,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nevada,0.0002,0,0.0002,27,0,112689,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York,0.0002,8.2082e-06,0.0002,84,3,365488,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Ohio,0,0,0,0,0,417969,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oklahoma,0.0001,0,0.0001,14,2,155373,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oregon,0.0009,0.0044,-0.0035,129,602,136613,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Pennsylvania,0.0003,0,0.0003,125,0,361410,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Philadelphia,0.0008,0,0.0008,50,0,59557,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Puerto Rico,0,0,0,2,0,74811,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,Republic of Palau,0,0,0,0,0,684,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,South Dakota,0.0001,0.0001,0,2,2,36853,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Houston,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,Tennessee,0.0002,0,0.0002,40,0,247042,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Texas,0.0003,0.0032,-0.003,303,"3,876",1209974,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Utah,0.0002,0,0.0002,29,0,147011,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Virginia,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,JUL,2023-24,U.S. Virgin Islands ,0,0,0,0,0,4073,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Vermont,0.0006,0,0.0006,10,0,17361,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Washington,0.0011,0,0.0011,317,0,276460,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wisconsin,0.0005,0,0.0005,103,0,199448,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,West Virginia,0,0,0,2,0,55856,2-4 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wyoming,0.0001,0,0.0001,3,0,21113,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Alaska,0.0935,0.0851,0.0084,"12,514","11,392",133827,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Alabama,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,Arkansas,0.057,0.0611,-0.0041,"32,172","34,487",564552,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,American Samoa,0.0056,0,0.0056,43,0,7639,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Arizona,0.0812,0.0753,0.0059,"107,316","99,546",1321503,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New York City,0.0693,0.0743,-0.005,"103,845","111,352",1498072,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,California,0.1432,0.1321,0.0111,"1,033,919","954,075",7220373,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Chicago,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,Colorado,0.161,0.1622,-0.0013,"169,556","170,894",1053369,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Connecticut,0.1224,0.1386,-0.0162,"92,839","105,125",758237,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,District of Columbia,0.1406,0.0925,0.0481,"14,818","9,749",105409,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Delaware,0.1246,0.1304,-0.0057,"25,089","26,240",201301,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Florida,0.0548,0.058,-0.0032,"236,396","250,005",4311636,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Federated States of Micronesia,0.0028,0.0002,0.0026,34,2,12246,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Georgia,0.06,0.0508,0.0092,"120,830","102,384",2015461,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Guam,0.0031,0.0029,0.0001,85,81,27742,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,Iowa,0.1234,0.1168,0.0067,"73,256","69,309",593437,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Idaho,0.0866,0.0918,-0.0052,"27,896","29,556",322101,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Illinois,0.1144,0.1217,-0.0073,"277,654","295,322",2427133,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Indiana,0.0822,0.0834,-0.0012,"105,140","106,622",1278598,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Kansas,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,Kentucky,0.0748,0.0772,-0.0023,"65,486","67,540",875398,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Louisiana,0.0401,0.0323,0.0078,"35,027","28,244",873539,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,Maine,0.1417,0.1341,0.0076,"42,574","40,295",300529,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Marshall Islands,0.0004,0.0001,0.0003,3,1,7700,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Michigan,0.1022,0.1039,-0.0017,"206,611","210,016",2020773,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Minnesota,0.1793,0.1714,0.0079,"195,777","187,194",1091861,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Missouri,0.0905,0.093,-0.0025,"107,801","110,744",1190710,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,N. Mariana Islands,0.0203,0.0137,0.0066,244,165,12020,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Mississippi,0.0353,0.0321,0.0032,"19,830","18,005",561642,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Montana,0.0881,0.0872,0.0009,"18,248","18,053",207146,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,North Carolina,0.0804,0.0901,-0.0098,"165,292","185,380",2056433,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,North Dakota,0.0917,0.0897,0.002,"11,999","11,739",130824,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,New Jersey,0.0785,0.0933,-0.0148,"143,546","170,696",1829219,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New Mexico,0.1399,0.1428,-0.0029,"54,132","55,236",386838,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Nevada,0.0832,0.0866,-0.0034,"48,855","50,848",587166,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New York,0.0872,0.1,-0.0128,"203,864","233,816",2337214,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Ohio,0.09,0.096,-0.0061,"208,218","222,289",2314476,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Oklahoma,0.0562,0.063,-0.0068,"40,097","44,940",712915,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Oregon,0.1665,0.1583,0.0082,"130,694","124,236",784957,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Pennsylvania,0.0956,0.1058,-0.0102,"223,170","247,014",2335478,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Philadelphia,0.0831,0.0824,0.0007,"22,430","22,251",270072,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Puerto Rico,0.0171,0.0226,-0.0055,"10,976","14,481",640160,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,Republic of Palau,0.006,0,0.006,24,0,4023,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,South Dakota,0.0985,0.0915,0.007,"16,193","15,043",164468,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Houston,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,Tennessee,0.0665,0.0637,0.0028,"88,800","85,052",1335281,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Texas,0.0425,0.0432,-0.0007,"213,720","217,099",5025173,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Utah,0.1341,0.1267,0.0073,"61,702","58,328",460217,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Virginia,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,NOV,2023-24,U.S. Virgin Islands ,0.0075,0.0026,0.0049,169,59,22448,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Vermont,0.1945,0.1785,0.016,"25,990","23,857",133652,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Washington,0.1681,0.1663,0.0017,"237,919","235,476",1415568,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Wisconsin,0.1313,0.127,0.0043,"155,557","150,411",1184308,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,West Virginia,0.0557,0.0553,0.0004,"20,268","20,118",364081,50-64 years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Wyoming,0.0569,0.0608,-0.0039,"6,194","6,619",108898,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Alaska,0.0075,0.0015,0.006,357,72,47492,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Alabama,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,SEP,2023-24,Arkansas,0.0023,0.0011,0.0012,460,214,201249,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,American Samoa,0,0,0,0,0,4748,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Arizona,0.0108,0.0046,0.0062,"5,176","2,221",479456,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,New York City,0.0081,0.003,0.0052,"3,552","1,290",436260,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,California,0.0149,0.0035,0.0114,"37,615","8,956",2522821,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Chicago,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,SEP,2023-24,Colorado,0.0172,0.0041,0.0131,"6,299","1,497",365609,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Connecticut,0.0097,0.0044,0.0053,"2,154",973,222285,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,District of Columbia,0.0317,0.0086,0.0231,853,232,26925,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Delaware,0.0089,0.0051,0.0037,520,300,58703,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Florida,0.0044,0.002,0.0024,"5,409","2,476",1219345,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Federated States of Micronesia,0.0061,0,0.0061,63,0,10382,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Georgia,0.0054,0.0024,0.003,"3,985","1,785",735062,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Guam,0.0023,0,0.0023,31,0,13771,13-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
