current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult
2023-24,AUG,1,2502483,Ohio,0.0000003996,6 months to 17 years,"2023-24, Ohio: 6 months to 17 years",Child
2023-24,AUG,1,2624172,Puerto Rico,0.00000038107,18+ years,"2023-24, Puerto Rico: 18+ years",Adult
2023-24,AUG,1,2794631,Indiana,0.00000035783,18-49 years,"2023-24, Indiana: 18-49 years",Adult
2023-24,AUG,1,3079500,Arizona,0.00000032473,18-49 years,"2023-24, Arizona: 18-49 years",Adult
2023-24,AUG,1,3564038,Louisiana,0.00000028058,18+ years,"2023-24, Louisiana: 18+ years",Adult
2023-24,AUG,1,3834249,Alabama,0.00000026081,18+ years,"2023-24, Alabama: 18+ years",Adult
2023-24,AUG,1,4574131,Wisconsin,0.00000021862,18+ years,"2023-24, Wisconsin: 18+ years",Adult
2023-24,AUG,1,4893409,Alabama,0.00000020436,Overall,"2023-24, Alabama: Overall",All
2023-24,AUG,1,8832618,New Jersey,0.00000011322,Overall,"2023-24, New Jersey: Overall",All
2023-24,AUG,2,26160,District of Columbia,0.0001,2-4 years,"2023-24, District of Columbia: 2-4 years",Child
2023-24,AUG,2,104306,New Mexico,0,5-8 years,"2023-24, New Mexico: 5-8 years",Child
2023-24,AUG,2,113842,Arkansas,0,2-4 years,"2023-24, Arkansas: 2-4 years",Child
2023-24,AUG,2,124975.5,District of Columbia,0,6 months to 17 years,"2023-24, District of Columbia: 6 months to 17 years",Child
2023-24,AUG,2,155373,Oklahoma,0,2-4 years,"2023-24, Oklahoma: 2-4 years",Child
2023-24,AUG,2,157739,Arkansas,0,9-12 years,"2023-24, Arkansas: 9-12 years",Child
2023-24,AUG,2,171599,Pennsylvania,0,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months",Child
2023-24,AUG,2,181154,Louisiana,0,2-4 years,"2023-24, Louisiana: 2-4 years",Child
2023-24,AUG,2,187055,Puerto Rico,0,13-17 years,"2023-24, Puerto Rico: 13-17 years",Child
2023-24,AUG,2,188755.5,Georgia,0,6-23 months,"2023-24, Georgia: 6-23 months",Child
2023-24,AUG,2,199407.5,Delaware,0,6 months to 17 years,"2023-24, Delaware: 6 months to 17 years",Child
2023-24,AUG,2,201249,Arkansas,0.0000099379,13-17 years,"2023-24, Arkansas: 13-17 years",Child
2023-24,AUG,2,211177,Illinois,0.0000094707,6-23 months,"2023-24, Illinois: 6-23 months",Child
2023-24,AUG,2,215130,Oklahoma,0.0000092967,5-8 years,"2023-24, Oklahoma: 5-8 years",Child
2023-24,AUG,2,216150,Oklahoma,0.0000092528,9-12 years,"2023-24, Oklahoma: 9-12 years",Child
2023-24,AUG,2,276460,Washington,0.0000072343,2-4 years,"2023-24, Washington: 2-4 years",Child
2023-24,AUG,2,286150,Kentucky,0.0000069893,13-17 years,"2023-24, Kentucky: 13-17 years",Child
2023-24,AUG,2,302877,Missouri,0.0000066033,5-8 years,"2023-24, Missouri: 5-8 years",Child
2023-24,AUG,2,333492,Tennessee,0.0000059971,5-8 years,"2023-24, Tennessee: 5-8 years",Child
2023-24,AUG,2,393013,Missouri,0.0000050889,13-17 years,"2023-24, Missouri: 13-17 years",Child
2023-24,AUG,2,446316,Illinois,0.0000044811,2-4 years,"2023-24, Illinois: 2-4 years",Child
2023-24,AUG,2,503705,New York State,0.0000039706,5-8 years,"2023-24, New York (excluding New York City): 5-8 years",Child
2023-24,AUG,2,566136,Iowa,0.0000035327,65+ years,"2023-24, Iowa: 65+ years",Adult
2023-24,AUG,2,674238,South Dakota,0.0000029663,18+ years,"2023-24, South Dakota: 18+ years",Adult
2023-24,AUG,2,676599,Pennsylvania,0.000002956,13-17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 13-17 years",Child
2023-24,AUG,2,678480,New York State,0.0000029478,13-17 years,"2023-24, New York (excluding New York City): 13-17 years",Child
2023-24,AUG,2,857079,New Mexico,0.0000023335,18-49 years,"2023-24, New Mexico: 18-49 years",Adult
2023-24,AUG,2,1373975,Arizona,0.0000014556,65+ years,"2023-24, Arizona: 65+ years",Adult
2023-24,AUG,2,1414649,California,0.0000014138,2-4 years,"2023-24, California: 2-4 years",Child
2023-24,AUG,2,1433821,Connecticut,0.0000013949,18-49 years,"2023-24, Connecticut: 18-49 years",Adult
2023-24,AUG,2,1574667,Georgia,0.0000012701,65+ years,"2023-24, Georgia: 65+ years",Adult
2023-24,AUG,2,2015461,Georgia,0.00000099233,50-64 years,"2023-24, Georgia: 50-64 years",Adult
2023-24,AUG,2,2273653,Mississippi,0.00000087964,18+ years,"2023-24, Mississippi: 18+ years",Adult
2023-24,AUG,2,2438002,Iowa,0.00000082034,18+ years,"2023-24, Iowa: 18+ years",Adult
2023-24,AUG,2,2440679,Nevada,0.00000081944,18+ years,"2023-24, Nevada: 18+ years",Adult
2023-24,AUG,2,2499695,Missouri,0.0000008001,18-49 years,"2023-24, Missouri: 18-49 years",Adult
2023-24,AUG,2,2522821,California,0.00000079276,13-17 years,"2023-24, California: 13-17 years",Child
2023-24,AUG,2,3145074,Iowa,0.00000063592,Overall,"2023-24, Iowa: Overall",All
2023-24,AUG,2,4423448,North Carolina,0.00000045214,18-49 years,"2023-24, North Carolina: 18-49 years",Adult
2023-24,AUG,2,5293195,Illinois,0.00000037784,18-49 years,"2023-24, Illinois: 18-49 years",Adult
2023-24,AUG,2,5801275.5,Wisconsin,0.00000034475,Overall,"2023-24, Wisconsin: Overall",All
2023-24,AUG,2,9124576,Ohio,0.00000021919,18+ years,"2023-24, Ohio: 18+ years",Adult
2023-24,AUG,3,71006.5,Utah,0,6-23 months,"2023-24, Utah: 6-23 months",Child
2023-24,AUG,3,94603,Colorado,0,6-23 months,"2023-24, Colorado: 6-23 months",Child
2023-24,AUG,3,139564,New Mexico,0,13-17 years,"2023-24, New Mexico: 13-17 years",Child
2023-24,AUG,3,153657,Connecticut,0,5-8 years,"2023-24, Connecticut: 5-8 years",Child
2023-24,AUG,3,154434,Arkansas,0,5-8 years,"2023-24, Arkansas: 5-8 years",Child
2023-24,AUG,3,222285,Connecticut,0,13-17 years,"2023-24, Connecticut: 13-17 years",Child
2023-24,AUG,3,241497,Louisiana,0,9-12 years,"2023-24, Louisiana: 9-12 years",Child
2023-24,AUG,3,307961,Missouri,0.0000097415,9-12 years,"2023-24, Missouri: 9-12 years",Child
2023-24,AUG,3,553690.5,Puerto Rico,0.0000054182,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years",Child
2023-24,AUG,3,645996,Connecticut,0.000004644,65+ years,"2023-24, Connecticut: 65+ years",Adult
2023-24,AUG,3,708203.5,District of Columbia,0.0000042361,Overall,"2023-24, District of Columbia: Overall",All
2023-24,AUG,3,816314,Illinois,0.0000036751,13-17 years,"2023-24, Illinois: 13-17 years",Child
2023-24,AUG,3,875398,Kentucky,0.000003427,50-64 years,"2023-24, Kentucky: 50-64 years",Adult
2023-24,AUG,3,975661.5,Kentucky,0.0000030748,6 months to 17 years,"2023-24, Kentucky: 6 months to 17 years",Child
2023-24,AUG,3,981560.5,Delaware,0.0000030564,Overall,"2023-24, Delaware: Overall",All
2023-24,AUG,3,1053369,Colorado,0.000002848,50-64 years,"2023-24, Colorado: 50-64 years",Adult
2023-24,AUG,3,1180543,Tennessee,0.0000025412,65+ years,"2023-24, Tennessee: 65+ years",Adult
2023-24,AUG,3,1526214,Indiana,0.0000019656,6 months to 17 years,"2023-24, Indiana: 6 months to 17 years",Child
2023-24,AUG,3,1991746,California,0.0000015062,9-12 years,"2023-24, California: 9-12 years",Child
2023-24,AUG,3,2056433,North Carolina,0.0000014588,50-64 years,"2023-24, North Carolina: 50-64 years",Adult
2023-24,AUG,3,2337214,New York State,0.0000012836,50-64 years,"2023-24, New York (excluding New York City): 50-64 years",Adult
2023-24,AUG,3,2437453.5,Georgia,0.0000012308,6 months to 17 years,"2023-24, Georgia: 6 months to 17 years",Child
2023-24,AUG,3,2949076.5,Mississippi,0.0000010173,Overall,"2023-24, Mississippi: Overall",All
2023-24,AUG,3,3120407,Nevada,0.00000096141,Overall,"2023-24, Nevada: Overall",All
2023-24,AUG,3,4391080,New York State,0.0000006832,18-49 years,"2023-24, New York (excluding New York City): 18-49 years",Adult
2023-24,AUG,3,11627059,Ohio,0.00000025802,Overall,"2023-24, Ohio: Overall",All
2023-24,AUG,4,36853,South Dakota,0.0001,2-4 years,"2023-24, South Dakota: 2-4 years",Child
2023-24,AUG,4,86470,Philadelphia,0,13-17 years,"2023-24, Philadelphia: 13-17 years",Child
2023-24,AUG,4,242051,Louisiana,0,5-8 years,"2023-24, Louisiana: 5-8 years",Child
2023-24,AUG,4,328538.5,Philadelphia,0,6 months to 17 years,"2023-24, Philadelphia: 6 months to 17 years",Child
2023-24,AUG,4,339143,Tennessee,0,9-12 years,"2023-24, Tennessee: 9-12 years",Child
2023-24,AUG,4,365488,New York State,0,2-4 years,"2023-24, New York (excluding New York City): 2-4 years",Child
2023-24,AUG,4,377461,Washington,0,5-8 years,"2023-24, Washington: 5-8 years",Child
2023-24,AUG,4,381593,Utah,0,65+ years,"2023-24, Utah: 65+ years",Adult
2023-24,AUG,4,389911,New Mexico,0,65+ years,"2023-24, New Mexico: 65+ years",Adult
2023-24,AUG,4,626171,Illinois,0.000006388,9-12 years,"2023-24, Illinois: 9-12 years",Child
2023-24,AUG,4,1089714,Missouri,0.0000036707,65+ years,"2023-24, Missouri: 65+ years",Adult
2023-24,AUG,4,1218497,Colorado,0.0000032827,6 months to 17 years,"2023-24, Colorado: 6 months to 17 years",Child
2023-24,AUG,4,1661189,Oklahoma,0.0000024079,18-49 years,"2023-24, Oklahoma: 18-49 years",Adult
2023-24,AUG,4,2627928,Colorado,0.0000015221,18-49 years,"2023-24, Colorado: 18-49 years",Adult
2023-24,AUG,4,3177862.5,Puerto Rico,0.0000012587,Overall,"2023-24, Puerto Rico: Overall",All
2023-24,AUG,4,3364376,Washington,0.0000011889,18-49 years,"2023-24, Washington: 18-49 years",Adult
2023-24,AUG,4,5774978,Arizona,0.00000069264,18+ years,"2023-24, Arizona: 18+ years",Adult
2023-24,AUG,4,8210067,Georgia,0.00000048721,18+ years,"2023-24, Georgia: 18+ years",Adult
2023-24,AUG,5,460572,Washington,0,13-17 years,"2023-24, Washington: 13-17 years",Child
2023-24,AUG,5,564552,Arkansas,0.0000088566,50-64 years,"2023-24, Arkansas: 50-64 years",Adult
2023-24,AUG,5,770835,Kentucky,0.0000064865,65+ years,"2023-24, Kentucky: 65+ years",Adult
2023-24,AUG,5,905560.5,Utah,0.0000055214,6 months to 17 years,"2023-24, Utah: 6 months to 17 years",Child
2023-24,AUG,5,2225691,Pennsylvania,0.0000022465,6 months to 17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 6 months to 17 years",Child
2023-24,AUG,5,2320603,Utah,0.0000021546,18+ years,"2023-24, Utah: 18+ years",Adult
2023-24,AUG,5,3027263,Oklahoma,0.0000016517,18+ years,"2023-24, Oklahoma: 18+ years",Adult
2023-24,AUG,5,7380696.5,Arizona,0.00000067744,Overall,"2023-24, Arizona: Overall",All
2023-24,AUG,6,130262.5,Washington,0,6-23 months,"2023-24, Washington: 6-23 months",Child
2023-24,AUG,6,174496,New York State,0,6-23 months,"2023-24, New York (excluding New York City): 6-23 months",Child
2023-24,AUG,6,212574,South Dakota,0,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years",Child
2023-24,AUG,6,301827,Louisiana,0,13-17 years,"2023-24, Louisiana: 13-17 years",Child
2023-24,AUG,6,701836,Connecticut,0.000008549,6 months to 17 years,"2023-24, Connecticut: 6 months to 17 years",Child
2023-24,AUG,6,929182.5,Oklahoma,0.0000064573,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years",Child
2023-24,AUG,6,1633828,New Mexico,0.0000036724,18+ years,"2023-24, New Mexico: 18+ years",Adult
2023-24,AUG,6,2060818,New York State,0.0000029115,65+ years,"2023-24, New York (excluding New York City): 65+ years",Adult
2023-24,AUG,6,2089234,Illinois,0.0000028719,65+ years,"2023-24, Illinois: 65+ years",Adult
2023-24,AUG,6,2838054,Connecticut,0.0000021141,18+ years,"2023-24, Connecticut: 18+ years",Adult
2023-24,AUG,6,4780119,Missouri,0.0000012552,18+ years,"2023-24, Missouri: 18+ years",Adult
2023-24,AUG,6,17380305,California,0.00000034522,18-49 years,"2023-24, California: 18-49 years",Adult
2023-24,AUG,7,433368,Tennessee,0,13-17 years,"2023-24, Tennessee: 13-17 years",Child
2023-24,AUG,7,461203,New Mexico,0,6 months to 17 years,"2023-24, New Mexico: 6 months to 17 years",Child
2023-24,AUG,7,2335478,Pennsylvania,0.0000029972,50-64 years,"2023-24, Pennsylvania (excluding Philadelphia County): 50-64 years",Adult
2023-24,AUG,7,10647521,Georgia,0.00000065743,Overall,"2023-24, Georgia: Overall",All
2023-24,AUG,8,226967,Philadelphia,0,65+ years,"2023-24, Philadelphia: 65+ years",Adult
2023-24,AUG,8,377798,Washington,0,9-12 years,"2023-24, Washington: 9-12 years",Child
2023-24,AUG,8,607964,Illinois,0,5-8 years,"2023-24, Illinois: 5-8 years",Child
2023-24,AUG,8,886812,South Dakota,0.0000090211,Overall,"2023-24, South Dakota: Overall",All
2023-24,AUG,8,1115285,Indiana,0.0000071731,65+ years,"2023-24, Indiana: 65+ years",Adult
2023-24,AUG,8,1247874,Washington,0.0000064109,65+ years,"2023-24, Washington: 65+ years",Adult
2023-24,AUG,8,3475334,Kentucky,0.0000023019,18+ years,"2023-24, Kentucky: 18+ years",Adult
2023-24,AUG,8,4366564,Pennsylvania,0.0000018321,18-49 years,"2023-24, Pennsylvania (excluding Philadelphia County): 18-49 years",Adult
2023-24,AUG,8,7220373,California,0.000001108,50-64 years,"2023-24, California: 50-64 years",Adult
2023-24,AUG,9,681696.5,Arkansas,0,6 months to 17 years,"2023-24, Arkansas: 6 months to 17 years",Child
2023-24,AUG,9,1239735,Philadelphia,0.0000072596,18+ years,"2023-24, Philadelphia: 18+ years",Adult
2023-24,AUG,9,1335604.5,Missouri,0.0000067385,6 months to 17 years,"2023-24, Missouri: 6 months to 17 years",Child
2023-24,AUG,9,8567802,California,0.0000010504,6 months to 17 years,"2023-24, California: 6 months to 17 years",Child
2023-24,AUG,9,9809562,Illinois,0.00000091747,18+ years,"2023-24, Illinois: 18+ years",Adult
2023-24,AUG,10,1814542,North Carolina,0.000005511,65+ years,"2023-24, North Carolina: 65+ years",Adult
2023-24,AUG,10,3226163.5,Utah,0.0000030997,Overall,"2023-24, Utah: Overall",All
2023-24,AUG,10,5188514,Indiana,0.0000019273,18+ years,"2023-24, Indiana: 18+ years",Adult
2023-24,AUG,11,876387,Colorado,0,65+ years,"2023-24, Colorado: 65+ years",Adult
2023-24,AUG,11,3956445.5,Oklahoma,0.0000027803,Overall,"2023-24, Oklahoma: Overall",All
2023-24,AUG,11,4450995.5,Kentucky,0.0000024714,Overall,"2023-24, Kentucky: Overall",All
2023-24,AUG,12,3539890,Connecticut,0.0000033899,Overall,"2023-24, Connecticut: Overall",All
2023-24,AUG,12,8789112,New York State,0.0000013653,18+ years,"2023-24, New York (excluding New York City): 18+ years",Adult
2023-24,AUG,13,1229950,Arkansas,0,18-49 years,"2023-24, Arkansas: 18-49 years",Adult
2023-24,AUG,13,1568273.5,Philadelphia,0.0000082894,Overall,"2023-24, Philadelphia: Overall",All
2023-24,AUG,13,2095031,New Mexico,0.0000062052,Overall,"2023-24, New Mexico: Overall",All
2023-24,AUG,13,6027818,Washington,0.0000021567,18+ years,"2023-24, Washington: 18+ years",Adult
2023-24,AUG,13,6714728,Indiana,0.000001936,Overall,"2023-24, Indiana: Overall",All
2023-24,AUG,14,2237082,New York State,0.0000062582,6 months to 17 years,"2023-24, New York (excluding New York City): 6 months to 17 years",Child
2023-24,AUG,15,1052713,Louisiana,0,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years",Child
2023-24,AUG,15,6115723.5,Missouri,0.0000024527,Overall,"2023-24, Missouri: Overall",All
2023-24,AUG,15,8294423,North Carolina,0.0000018084,18+ years,"2023-24, North Carolina: 18+ years",Adult
2023-24,AUG,16,4616751,Louisiana,0.0000034656,Overall,"2023-24, Louisiana: Overall",All
2023-24,AUG,16,10541669,North Carolina,0.0000015178,Overall,"2023-24, North Carolina: Overall",All
2023-24,AUG,19,2707942,Illinois,0.0000070164,6 months to 17 years,"2023-24, Illinois: 6 months to 17 years",Child
2023-24,AUG,20,4557684,Colorado,0.0000043882,18+ years,"2023-24, Colorado: 18+ years",Adult
2023-24,AUG,20,5976166,California,0.0000033466,65+ years,"2023-24, California: 65+ years",Adult
2023-24,AUG,22,536306,Arkansas,0,65+ years,"2023-24, Arkansas: 65+ years",Adult
2023-24,AUG,24,5776181,Colorado,0.000004155,Overall,"2023-24, Colorado: Overall",All
2023-24,AUG,25,1622553.5,Washington,0,6 months to 17 years,"2023-24, Washington: 6 months to 17 years",Child
2023-24,AUG,26,11026194,New York State,0.000002358,Overall,"2023-24, New York (excluding New York City): Overall",All
2023-24,AUG,28,12517504,Illinois,0.0000022369,Overall,"2023-24, Illinois: Overall",All
2023-24,AUG,29,2220720,Pennsylvania,0,65+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 65+ years",Adult
2023-24,AUG,34,30576844,California,0.000001112,18+ years,"2023-24, California: 18+ years",Adult
2023-24,AUG,38,7650371.5,Washington,0.0000049671,Overall,"2023-24, Washington: Overall",All
2023-24,AUG,40,2330808,Arkansas,0,18+ years,"2023-24, Arkansas: 18+ years",Adult
2023-24,AUG,43,39144646,California,0.0000010985,Overall,"2023-24, California: Overall",All
2023-24,AUG,44,8922762,Pennsylvania,0.0000049312,18+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 18+ years",Adult
2023-24,AUG,49,3012504.5,Arkansas,0,Overall,"2023-24, Arkansas: Overall",All
2023-24,AUG,49,11148453,Pennsylvania,0.0000043952,Overall,"2023-24, Pennsylvania (excluding Philadelphia County): Overall",All
2023-24,AUG,146,70468,Idaho,0.0021,2-4 years,"2023-24, Idaho: 2-4 years",Child
2023-24,AUG,166,32606.5,Idaho,0.0051,6-23 months,"2023-24, Idaho: 6-23 months",Child
2023-24,AUG,176,99629,Idaho,0.0018,5-8 years,"2023-24, Idaho: 5-8 years",Child
2023-24,AUG,239,104275,Idaho,0.0023,9-12 years,"2023-24, Idaho: 9-12 years",Child
2023-24,AUG,270,133291,Idaho,0.002,13-17 years,"2023-24, Idaho: 13-17 years",Child
2023-24,AUG,736,313043,New Jersey,0.0024,2-4 years,"2023-24, New Jersey: 2-4 years",Child
2023-24,AUG,796,423451,New Jersey,0.0019,5-8 years,"2023-24, New Jersey: 5-8 years",Child
2023-24,AUG,800,434609,New Jersey,0.0018,9-12 years,"2023-24, New Jersey: 9-12 years",Child
2023-24,AUG,809,322101,Idaho,0.0025,50-64 years,"2023-24, Idaho: 50-64 years",Adult
2023-24,AUG,943,151155,New Jersey,0.0062,6-23 months,"2023-24, New Jersey: 6-23 months",Child
2023-24,AUG,997,440269.5,Idaho,0.0023,6 months to 17 years,"2023-24, Idaho: 6 months to 17 years",Child
2023-24,AUG,1053,198245,Oregon,0.0053,9-12 years,"2023-24, Oregon: 9-12 years",Child
2023-24,AUG,1101,192782,Oregon,0.0057,5-8 years,"2023-24, Oregon: 5-8 years",Child
2023-24,AUG,1232,136613,Oregon,0.009,2-4 years,"2023-24, Oregon: 2-4 years",Child
2023-24,AUG,1277,747775,Idaho,0.0017,18-49 years,"2023-24, Idaho: 18-49 years",Adult
2023-24,AUG,1289,562524,New Jersey,0.0023,13-17 years,"2023-24, New Jersey: 13-17 years",Child
2023-24,AUG,1345,248705,Oregon,0.0054,13-17 years,"2023-24, Oregon: 13-17 years",Child
2023-24,AUG,1772,63424,Oregon,0.0279,6-23 months,"2023-24, Oregon: 6-23 months",Child
2023-24,AUG,3696,305994,Idaho,0.0121,65+ years,"2023-24, Idaho: 65+ years",Adult
2023-24,AUG,4311,784957,Oregon,0.0055,50-64 years,"2023-24, Oregon: 50-64 years",Adult
2023-24,AUG,4564,1884782,New Jersey,0.0024,6 months to 17 years,"2023-24, New Jersey: 6 months to 17 years",Child
2023-24,AUG,4566,6947836,New Jersey,0.0007,18+ years,"2023-24, New Jersey: 18+ years",Adult
2023-24,AUG,4900,570423.5,Texas,0.0086,6-23 months,"2023-24, Texas: 6-23 months",Child
2023-24,AUG,5374,1829219,New Jersey,0.0029,50-64 years,"2023-24, New Jersey: 50-64 years",Adult
2023-24,AUG,5782,1375870,Idaho,0.0042,18+ years,"2023-24, Idaho: 18+ years",Adult
2023-24,AUG,6503,839769,Oregon,0.0077,6 months to 17 years,"2023-24, Oregon: 6 months to 17 years",Child
2023-24,AUG,6779,1816139.5,Idaho,0.0037,Overall,"2023-24, Idaho: Overall",All
2023-24,AUG,7510,1806245,Oregon,0.0042,18-49 years,"2023-24, Oregon: 18-49 years",Adult
2023-24,AUG,8142,1209974,Texas,0.0067,2-4 years,"2023-24, Texas: 2-4 years",Child
2023-24,AUG,8624,1687066,Texas,0.0051,9-12 years,"2023-24, Texas: 9-12 years",Child
2023-24,AUG,9515,3608589,New Jersey,0.0026,18-49 years,"2023-24, New Jersey: 18-49 years",Adult
2023-24,AUG,10454,1668393,Texas,0.0063,5-8 years,"2023-24, Texas: 5-8 years",Child
2023-24,AUG,11187,5025173,Texas,0.0022,50-64 years,"2023-24, Texas: 50-64 years",Adult
2023-24,AUG,11326,2110766,Texas,0.0054,13-17 years,"2023-24, Texas: 13-17 years",Child
2023-24,AUG,19287,789527,Oregon,0.0244,65+ years,"2023-24, Oregon: 65+ years",Adult
2023-24,AUG,19455,1510028,New Jersey,0.0129,65+ years,"2023-24, New Jersey: 65+ years",Adult
2023-24,AUG,20849,3873683,Texas,0.0054,65+ years,"2023-24, Texas: 65+ years",Adult
2023-24,AUG,31108,3380729,Oregon,0.0092,18+ years,"2023-24, Oregon: 18+ years",Adult
2023-24,AUG,37611,4220498,Oregon,0.0089,Overall,"2023-24, Oregon: Overall",All
2023-24,AUG,43446,7246622.5,Texas,0.006,6 months to 17 years,"2023-24, Texas: 6 months to 17 years",Child
2023-24,AUG,53441,13026771,Texas,0.0041,18-49 years,"2023-24, Texas: 18-49 years",Adult
2023-24,AUG,85477,29172250,Texas,0.0029,Overall,"2023-24, Texas: Overall",All
2023-24,AUG,128923,21925627,Texas,0.0059,18+ years,"2023-24, Texas: 18+ years",Adult
2023-24,DEC,,,Chicago,,13-17 years,"2023-24, Chicago: 13-17 years",Child
2023-24,DEC,,,Chicago,,18+ years,"2023-24, Chicago: 18+ years",Adult
2023-24,DEC,,,Chicago,,18-49 years,"2023-24, Chicago: 18-49 years",Adult
2023-24,DEC,,,Chicago,,2-4 years,"2023-24, Chicago: 2-4 years",Child
2023-24,DEC,,,Chicago,,5-8 years,"2023-24, Chicago: 5-8 years",Child
2023-24,DEC,,,Chicago,,50-64 years,"2023-24, Chicago: 50-64 years",Adult
2023-24,DEC,,,Chicago,,6 months to 17 years,"2023-24, Chicago: 6 months to 17 years",Child
2023-24,DEC,,,Chicago,,6-23 months,"2023-24, Chicago: 6-23 months",Child
2023-24,DEC,,,Chicago,,65+ years,"2023-24, Chicago: 65+ years",Adult
2023-24,DEC,,,Chicago,,9-12 years,"2023-24, Chicago: 9-12 years",Child
2023-24,DEC,,,Chicago,,Overall,"2023-24, Chicago: Overall",All
2023-24,DEC,,,Houston,,13-17 years,"2023-24, Houston: 13-17 years",Child
2023-24,DEC,,,Houston,,18+ years,"2023-24, Houston: 18+ years",Adult
2023-24,DEC,,,Houston,,18-49 years,"2023-24, Houston: 18-49 years",Adult
2023-24,DEC,,,Houston,,2-4 years,"2023-24, Houston: 2-4 years",Child
2023-24,DEC,,,Houston,,5-8 years,"2023-24, Houston: 5-8 years",Child
