Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,OCT,2022-23,Connecticut,0.3418,0.3002,0.0415,"37,687","33,107",110266,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,District of Columbia,0.1649,0.1948,-0.0299,"4,314","5,097",26160,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Delaware,0.162,0.1692,-0.0072,"5,395","5,635",33304,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Florida,0.0802,0.0843,-0.0041,"55,551","58,394",692623,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Federated States of Micronesia,0.0543,0.0433,0.011,310,247,5706,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Georgia,0,0,0,0,0,396292,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Guam,0.0483,0.0166,0.0317,456,157,9444,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,Iowa,0.1474,0.1661,-0.0187,"17,424","19,632",118179,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Idaho,0.0956,0.1185,-0.0229,"6,738","8,349",70468,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Illinois,0.1353,0.1471,-0.0118,"60,367","65,653",446316,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Indiana,0.1042,0.1211,-0.0169,"26,427","30,714",253562,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Kansas,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,Kentucky,0.0959,0.109,-0.0131,"15,750","17,906",164299,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Louisiana,0.0694,0.0837,-0.0142,"12,579","15,159",181154,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,Maryland,0.1772,0.194,-0.0168,"38,720","42,387",218503,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Maine,0.2703,0.3459,-0.0755,"10,396","13,300",38454,2-4 years,Lower by 5 percentage points or greater,Child
2024-25,OCT,2022-23,Marshall Islands,0.0482,0.0378,0.0104,245,192,5080,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Michigan,0.1215,0.0942,0.0273,"41,569","32,226",342016,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Minnesota,0.1568,0.1682,-0.0114,"33,273","35,686",212202,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Missouri,0.105,0.1101,-0.005,"23,445","24,565",223181,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,N. Mariana Islands,0.1285,0.102,0.0265,286,227,2226,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Mississippi,0.0443,0.055,-0.0107,"4,891","6,074",110338,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Montana,0.095,0.1026,-0.0077,"3,524","3,809",37112,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,North Carolina,0.1434,0.1266,0.0168,"52,920","46,730",369112,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,North Dakota,0.1396,0.1643,-0.0247,"4,506","5,305",32285,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,New Jersey,0.2532,0.2359,0.0174,"79,272","73,834",313043,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,New Mexico,0.0797,0.0971,-0.0174,"5,819","7,090",72986,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Nevada,0.0819,0.0925,-0.0106,"9,231","10,423",112689,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,New York,0.1438,0.1689,-0.0251,"52,559","61,730",365488,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Ohio,0.1278,0.1354,-0.0076,"53,396","56,576",417969,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Oklahoma,0.0713,0.0742,-0.003,"11,071","11,532",155373,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Oregon,0.1389,0.1402,-0.0014,"18,970","19,155",136613,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Pennsylvania,0.181,0.194,-0.013,"65,402","70,099",361410,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Philadelphia,0.1344,0.2546,-0.1202,"8,006","15,165",59557,2-4 years,Lower by 5 percentage points or greater,Child
2024-25,OCT,2022-23,Puerto Rico,0.0194,0.0238,-0.0045,"1,448","1,783",74811,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,Republic of Palau,0,0,0,0,0,684,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,South Dakota,0.1461,0.1714,-0.0253,"5,384","6,317",36853,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Houston,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,Tennessee,0.1084,0.1202,-0.0118,"26,776","29,691",247042,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Texas,0.0861,0.095,-0.0089,"104,205","114,928",1209974,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Utah,0.1422,0.1649,-0.0227,"20,900","24,239",147011,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Virginia,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,U.S. Virgin Islands ,0.0128,0.0002,0.0125,52,1,4073,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Vermont,0.2055,0.222,-0.0165,"3,568","3,855",17361,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Washington,0.1488,0.1472,0.0015,"41,129","40,707",276460,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Wisconsin,0.1562,0.164,-0.0079,"31,149","32,719",199448,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,West Virginia,0.0712,0.0791,-0.0079,"3,975","4,416",55856,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Wyoming,0.075,0.0863,-0.0114,"1,583","1,823",21113,2-4 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Alaska,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Alabama,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Arkansas,0.2137,0.2401,-0.0265,"33,705","37,878",157739,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,American Samoa,0.377,0.3895,-0.0124,"1,337","1,381",3546,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Arizona,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,New York City,0.3366,0.3458,-0.0092,"121,421","124,744",360714,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,California,0.1974,0.2177,-0.0203,"393,115","433,625",1991746,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Chicago,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Colorado,0.2661,0.2867,-0.0206,"75,955","81,839",285438,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Connecticut,0.3377,0.3657,-0.0279,"55,192","59,755",163419,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,District of Columbia,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Delaware,0.2602,0.2897,-0.0295,"12,055","13,422",46331,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Florida,0.1456,0.1636,-0.018,"139,037","156,269",955019,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Federated States of Micronesia,0.1891,0.1311,0.0581,"1,511","1,047",7989,9-12 years,Higher by 5 percentage points or greater,Child
2024-25,JAN,2023-24,Georgia,0.1596,0,0.1596,"90,951",0,569907,9-12 years,Higher by 5 percentage points or greater,Child
2024-25,JAN,2023-24,Guam,0.0743,0.0536,0.0208,891,642,11986,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Iowa,0.2273,0.2249,0.0024,"37,151","36,751",163445,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Idaho,0.1557,0.1724,-0.0166,"16,240","17,974",104275,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Illinois,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Indiana,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Kansas,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Kentucky,0.1604,0.1842,-0.0238,"35,789","41,100",223108,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Louisiana,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Maryland,0.2886,0.29,-0.0015,"86,861","87,299",301025,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Maine,0.4453,0.4405,0.0048,"24,916","24,648",55949,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Marshall Islands,0.1358,0.1062,0.0296,921,720,6780,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Michigan,0.1846,0.1463,0.0384,"87,778","69,538",475421,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Minnesota,0.2553,0.2664,-0.011,"74,718","77,950",292636,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Missouri,0.1678,0.1852,-0.0174,"51,671","57,043",307961,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,N. Mariana Islands,0.3912,0.2515,0.1397,"1,532",985,3916,9-12 years,Higher by 5 percentage points or greater,Child
2024-25,JAN,2023-24,Mississippi,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Montana,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,North Carolina,0.2142,0.2189,-0.0047,"112,124","114,610",523493,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,North Dakota,0.2499,0.26,-0.0101,"9,897","10,298",39611,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,New Jersey,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,New Mexico,0.1744,0.1887,-0.0143,"19,170","20,738",109896,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Nevada,0.1283,0.1433,-0.015,"20,484","22,877",159658,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,New York,0.2588,0.2846,-0.0258,"133,244","146,542",514913,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Ohio,0.1891,0.1906,-0.0014,"108,278","109,093",572469,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Oklahoma,0.1296,0.1421,-0.0125,"28,015","30,717",216150,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Oregon,0.2153,0.2209,-0.0057,"42,679","43,801",198245,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Pennsylvania,0.2491,0.2602,-0.0111,"128,448","134,195",515686,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Philadelphia,0.2293,0.3666,-0.1373,"16,857","26,951",73520,9-12 years,Lower by 5 percentage points or greater,Child
2024-25,JAN,2023-24,Puerto Rico,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Republic of Palau,0,0.0146,-0.0146,0,16,1099,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,South Dakota,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Houston,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Tennessee,0.1628,0.1712,-0.0084,"55,219","58,078",339143,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Texas,0.1346,0.1481,-0.0136,"226,996","249,936",1687066,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Utah,0.2039,0.2118,-0.0079,"43,489","45,166",213250,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Virginia,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,U.S. Virgin Islands ,0.0135,0.0181,-0.0047,84,113,6226,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Vermont,0.3261,0.3496,-0.0235,"8,354","8,957",25620,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Washington,0.2295,0.2472,-0.0177,"86,708","93,397",377798,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,Wisconsin,0.247,0.254,-0.0071,"70,721","72,743",286356,9-12 years,Within 5 percentage points,Child
2024-25,JAN,2023-24,West Virginia,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JAN,2023-24,Wyoming,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Alaska,0.1564,0.1718,-0.0154,"20,937","22,995",133827,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Alabama,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,Arkansas,0.1419,0.163,-0.0211,"80,122","92,012",564552,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,American Samoa,0,0,0,0,0,7639,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Arizona,0.1274,0.132,-0.0046,"168,362","174,421",1321503,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New York City,0.1278,0.1247,0.0031,"191,504","186,833",1498072,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,California,0.2106,0.215,-0.0044,"1,520,480","1,552,532",7220373,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Chicago,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,Colorado,0.222,0.2315,-0.0096,"233,815","243,889",1053369,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Connecticut,0.2013,0.2258,-0.0246,"152,597","171,214",758237,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,District of Columbia,0.1616,0.1613,0.0003,"17,035","17,005",105409,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Delaware,0.1938,0.2419,-0.048,"39,020","48,687",201301,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Florida,0.1105,0.126,-0.0156,"476,266","543,412",4311636,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Federated States of Micronesia,0.0376,0.0426,-0.0051,460,522,12246,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Georgia,0,0,0,0,0,2015461,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Guam,0.0734,0.0591,0.0142,"2,035","1,640",27742,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,Iowa,0.2043,0.2156,-0.0113,"121,214","127,932",593437,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Idaho,0.1435,0.1589,-0.0154,"46,224","51,185",322101,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Illinois,0.1705,0.1918,-0.0214,"413,735","465,624",2427133,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Indiana,0.1481,0.1562,-0.0081,"189,323","199,673",1278598,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Kansas,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,Kentucky,0.1541,0.1759,-0.0218,"134,937","154,020",875398,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Louisiana,0.1288,0.1344,-0.0056,"112,508","117,409",873539,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,Maryland,0.2043,0.2073,-0.003,"249,722","253,440",1222456,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Maine,0.2273,0.222,0.0053,"68,306","66,726",300529,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Marshall Islands,0.0269,0.0127,0.0142,207,98,7700,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Michigan,0.1657,0.1669,-0.0012,"334,879","337,268",2020773,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Minnesota,0.1959,0.2238,-0.0279,"213,867","244,305",1091861,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Missouri,0.153,0.1757,-0.0227,"182,147","209,204",1190710,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,N. Mariana Islands,0.1002,0.0713,0.029,"1,205",857,12020,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Mississippi,0.101,0.0996,0.0013,"56,699","55,954",561642,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Montana,0.1362,0.1496,-0.0133,"28,217","30,979",207146,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,North Carolina,0.1419,0.133,0.0089,"291,717","273,412",2056433,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,North Dakota,0.1909,0.2192,-0.0283,"24,977","28,674",130824,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,New Jersey,0.1216,0.1296,-0.008,"222,394","237,026",1829219,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New Mexico,0.1775,0.197,-0.0195,"68,669","76,196",386838,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Nevada,0.1413,0.1686,-0.0273,"82,941","98,967",587166,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New York,0.1396,0.1586,-0.0189,"326,372","370,574",2337214,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Ohio,0.1609,0.1709,-0.01,"372,452","395,569",2314476,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Oklahoma,0.1148,0.1314,-0.0166,"81,838","93,696",712915,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Oregon,0.1923,0.1885,0.0038,"150,936","147,976",784957,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Pennsylvania,0.1634,0.1786,-0.0152,"381,660","417,162",2335478,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Philadelphia,0.1389,0.2254,-0.0865,"37,517","60,885",270072,50-64 years,Lower by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Puerto Rico,0.0763,0.1038,-0.0276,"48,820","66,460",640160,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,Republic of Palau,0.0012,0,0.0012,5,0,4023,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,South Dakota,0.2013,0.2084,-0.0071,"33,108","34,280",164468,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Houston,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,Tennessee,0.1464,0.152,-0.0056,"195,539","202,982",1335281,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Texas,0.077,0.0818,-0.0048,"386,773","410,837",5025173,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Utah,0.1959,0.1927,0.0032,"90,165","88,674",460217,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Virginia,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,OCT,2023-24,U.S. Virgin Islands ,0.0089,0.007,0.0019,200,157,22448,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Vermont,0.2014,0.1955,0.0059,"26,917","26,130",133652,50-64 years,Within 5 percentage points,Adult
