Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,6.6455,2.3886,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,6.6455,2.3886,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,20.9346,6.1096,369,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,28.1466,7.7646,369,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,44.2732,8.5441,369,0
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,8.9279,0.7082,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,8.9279,0.7082,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,20.4912,5.4404,473,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,25.9357,6.4804,473,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2023-11-04,44.6451,7.2681,473,0
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2023-11-11,10.3002,1.4003,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 2,2023-11-11,10.3002,1.4003,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2023-11-11,22.153,5.4876,612,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,2023-11-11,29.4714,6.1137,612,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2023-11-11,38.0754,6.5634,612,0
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2023-11-18,10.638,1.3101,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 3,2023-11-18,10.638,1.3101,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2023-11-18,19.9739,5.4697,506,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,2023-11-18,32.2801,6.4716,506,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2023-11-18,37.108,6.7036,506,0
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2023-11-25,10.638,1.3101,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 4,2023-11-25,10.638,1.3101,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2023-11-25,16.9921,5.7982,517,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,2023-11-25,27.9448,6.3579,517,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2023-11-25,44.4251,7.6781,517,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2023-09-30,0.7101,1.3861,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 1,2023-09-30,0.7101,1.3861,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2023-09-30,20.0979,5.4169,562,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,2023-09-30,30.9968,5.7834,562,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2023-09-30,48.1951,6.3204,562,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2023-10-07,1.5932,0.3268,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 2,2023-10-07,1.5932,0.3268,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2023-10-07,24.1544,5.7201,567,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,2023-10-07,31.51,5.8272,567,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2023-10-07,42.7423,6.2071,567,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2023-10-14,1.5932,0.3268,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 3,2023-10-14,1.5932,0.3268,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2023-10-14,21.2424,6.6055,441,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,2023-10-14,33.8891,7.3878,441,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2023-10-14,43.2753,7.7461,441,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2023-10-21,1.6361,0.3255,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2023-10-21,1.6361,0.3255,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2023-10-21,18.1899,6.0725,369,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2023-10-21,26.5929,7.3261,369,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2023-10-21,53.5812,8.2446,369,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,3.7284,2.7518,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,3.7284,2.7518,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,17.5959,6.5408,335,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,25.2814,7.5893,335,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,53.3943,8.5883,335,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,4.3348,0.4623,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,4.3348,0.4623,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,12.6294,5.8278,267,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,27.4466,8.0323,267,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2023-11-04,55.5892,8.7885,267,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2023-11-11,4.4834,0.5515,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 2,2023-11-11,4.4834,0.5515,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2023-11-11,18.3345,6.7988,339,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,2023-11-11,25.2345,7.871,339,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2023-11-11,51.9476,8.7231,339,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2023-11-18,4.8393,0.9074,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 3,2023-11-18,4.8393,0.9074,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2023-11-18,20.0545,7.4471,269,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,2023-11-18,37.2582,9.0907,269,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2023-11-18,37.848,8.74,269,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2023-11-25,4.8393,0.9074,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 4,2023-11-25,4.8393,0.9074,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2023-11-25,10.1744,5.3217,201,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,2023-11-25,37.8049,10.4988,201,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2023-11-25,47.1814,10.4577,201,0
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2023-09-30,1.572,1.6432,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 1,2023-09-30,1.572,1.6432,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2023-09-30,27.9079,7.6109,338,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,2023-09-30,40.6116,8.4226,338,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2023-09-30,29.9085,7.6658,338,0
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2023-10-07,2.9791,1.5069,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 2,2023-10-07,2.9791,1.5069,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2023-10-07,24.2306,7.4906,316,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,2023-10-07,35.4594,8.4308,316,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2023-10-07,37.3309,8.5042,316,0
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2023-10-14,3.3928,1.4448,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 3,2023-10-14,3.3928,1.4448,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2023-10-14,34.7666,9.2482,302,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,2023-10-14,29.8713,9.0211,302,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2023-10-14,31.9693,9.0132,302,0
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2023-10-21,5.0818,1.7234,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2023-10-21,5.0818,1.7234,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2023-10-21,20.7571,7.3191,309,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2023-10-21,33.8562,8.9524,309,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2023-10-21,40.305,8.595,309,0
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,5.2337,1.7491,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,5.2337,1.7491,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,22.592,6.74,346,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,27.3902,7.0986,346,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,44.7841,7.9783,346,0
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,7.8182,0.7286,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,7.8182,0.7286,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,23.1916,7.1583,327,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,28.7459,7.3493,327,0
