vaccine,geographic_level,geographic_name,demographic_level,demographic_name,indicator_label,month_week,curr_week_ending,prev_week_ending,curr_season,prev_season,curr_est,past_est,curr_ci_halfwidth_95pct,past_ci_halfwidth_95pct,difference_estimate,significance,curr_ci_95,past_ci_95,diff_ci_95,difference_indicator,estimate,binrangetext,binrangeorder
COVID,Region,Region 8,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,14.1,13.9,2.6623,1.2178,0.1502,2.9276,11.4 to 16.7,12.7 to 15.1,-2.8 to 3.1,Similar to Last Season,0.1405,13.4 - 15.4,4
COVID,Region,Region 9,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.8,15.4,3.48,1.4262,-1.5826,3.7609,10.3 to 17.3,14.0 to 16.8,-5.3 to 2.2,Similar to Last Season,0.1382,13.4 - 15.4,4
COVID,State,Alabama,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,6.7,6.2,2.4665,1.3233,0.4746,2.7991,4.2 to 9.1,4.9 to 7.5,-2.3 to 3.3,Similar to Last Season,0.0667,2.7 - 7.3,1
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,6.3,8.6,2.7116,2.0324,-2.255,3.3887,3.6 to 9.1,6.6 to 10.6,-5.6 to 1.1,Similar to Last Season,0.0635,2.7 - 7.3,1
COVID,State,Arizona,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,6.4,12.5,3.2945,2.5546,-6.1198,4.1689,3.1 to 9.7,10.0 to 15.1,-10.3 to -2.0,Lower than Last Season,0.064,2.7 - 7.3,1
COVID,State,Arkansas,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,4.2,6.4,1.7164,1.514,-2.192,2.2887,2.5 to 5.9,4.9 to 7.9,-4.5 to 0.1,Similar to Last Season,0.0418,2.7 - 7.3,1
COVID,State,California,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,15.8,16.2,4.5523,1.7855,-0.39,4.8899,11.3 to 20.4,14.4 to 18.0,-5.3 to 4.5,Similar to Last Season,0.1582,15.5 - 34.6,5
COVID,State,Colorado,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,15.2,17.4,3.2842,2.1345,-2.2094,3.9169,11.9 to 18.5,15.3 to 19.5,-6.1 to 1.7,Similar to Last Season,0.152,13.4 - 15.4,4
COVID,State,Connecticut,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,12.8,18,4.6536,3.0558,-5.1642,5.5672,8.1 to 17.4,14.9 to 21.0,-10.7 to 0.4,Similar to Last Season,0.1279,10.5 - 13.3,3
COVID,State,Delaware,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,8.8,13,2.655,2.4741,-4.2086,3.6291,6.2 to 11.5,10.6 to 15.5,-7.8 to -0.6,Lower than Last Season,0.0883,7.4 - 10.4,2
COVID,State,District of Columbia,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,33.6,34.1,4.2378,3.3913,-0.4916,5.4277,29.4 to 37.8,30.7 to 37.5,-5.9 to 4.9,Similar to Last Season,0.3359,15.5 - 34.6,5
COVID,State,Florida,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,4.2,7.5,2.1388,1.6162,-3.282,2.6808,2.1 to 6.3,5.9 to 9.1,-6.0 to -0.6,Lower than Last Season,0.0421,2.7 - 7.3,1
COVID,State,Georgia,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,8.6,7.5,3.5512,1.6447,1.1059,3.9136,5.1 to 12.2,5.9 to 9.1,-2.8 to 5.0,Similar to Last Season,0.0861,7.4 - 10.4,2
COVID,State,Hawaii,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,14.9,15,5.4643,2.9513,-0.1671,6.2104,9.4 to 20.3,12.1 to 18.0,-6.4 to 6.0,Similar to Last Season,0.1487,13.4 - 15.4,4
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,6.2,7.9,2.9589,2.5213,-1.6575,3.8874,3.3 to 9.2,5.4 to 10.4,-5.5 to 2.2,Similar to Last Season,0.0623,2.7 - 7.3,1
COVID,State,Illinois,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.2,14.7,2.5216,1.5834,-1.5227,2.9775,10.7 to 15.7,13.2 to 16.3,-4.5 to 1.5,Similar to Last Season,0.1323,10.5 - 13.3,3
COVID,State,Indiana,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,7.3,9.4,2.8986,1.6942,-2.0693,3.3574,4.4 to 10.2,7.7 to 11.1,-5.4 to 1.3,Similar to Last Season,0.073,2.7 - 7.3,1
COVID,State,Iowa,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,15.4,11.4,6.2941,2.4378,3.9816,6.7497,9.1 to 21.7,9.0 to 13.9,-2.8 to 10.7,Similar to Last Season,0.1543,13.4 - 15.4,4
COVID,State,Kansas,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,9.5,13.1,3.1045,2.5708,-3.5899,4.0307,6.4 to 12.6,10.5 to 15.7,-7.6 to 0.4,Similar to Last Season,0.0951,7.4 - 10.4,2
COVID,State,Kentucky,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,9.5,8.9,4.3246,1.9028,0.5973,4.7247,5.2 to 13.9,7.0 to 10.8,-4.1 to 5.3,Similar to Last Season,0.0953,7.4 - 10.4,2
COVID,State,Louisiana,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,5,5,2.2107,1.2568,0.0073,2.543,2.8 to 7.2,3.7 to 6.2,-2.5 to 2.6,Similar to Last Season,0.0496,2.7 - 7.3,1
COVID,State,Maine,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,18.1,19.2,4.1859,2.9706,-1.0755,5.1329,13.9 to 22.3,16.2 to 22.2,-6.2 to 4.1,Similar to Last Season,0.1811,15.5 - 34.6,5
COVID,State,Maryland,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,22.7,21.4,4.9725,2.5206,1.2896,5.5749,17.8 to 27.7,18.9 to 24.0,-4.3 to 6.9,Similar to Last Season,0.2273,15.5 - 34.6,5
COVID,State,Massachusetts,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,24.7,27.8,4.3374,2.7545,-3.1613,5.1381,20.3 to 29.0,25.1 to 30.6,-8.3 to 2.0,Similar to Last Season,0.2469,15.5 - 34.6,5
COVID,State,Michigan,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,10.3,11.5,3.4932,2.2964,-1.1597,4.1804,6.8 to 13.8,9.2 to 13.8,-5.3 to 3.0,Similar to Last Season,0.1029,7.4 - 10.4,2
COVID,State,Minnesota,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,22.8,21.7,4.5272,2.7383,1.0617,5.2909,18.3 to 27.3,19.0 to 24.5,-4.2 to 6.4,Similar to Last Season,0.228,15.5 - 34.6,5
COVID,State,Mississippi,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,2.7,6.2,1.5891,1.9295,-3.593,2.4996,1.1 to 4.2,4.3 to 8.2,-6.1 to -1.1,Lower than Last Season,0.0265,2.7 - 7.3,1
COVID,State,Missouri,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,9.2,10.5,3.1865,2.0002,-1.3568,3.7623,6.0 to 12.4,8.5 to 12.5,-5.1 to 2.4,Similar to Last Season,0.0918,7.4 - 10.4,2
COVID,State,Montana,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,11.2,9.8,4.7155,1.8616,1.3346,5.0697,6.5 to 15.9,8.0 to 11.7,-3.7 to 6.4,Similar to Last Season,0.1117,10.5 - 13.3,3
COVID,State,Nebraska,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,15.1,12,5.1213,2.514,3.0589,5.7051,10.0 to 20.2,9.5 to 14.5,-2.6 to 8.8,Similar to Last Season,0.1509,13.4 - 15.4,4
COVID,State,Nevada,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,12.1,8.7,5.2671,2.1191,3.4215,5.6774,6.8 to 17.3,6.5 to 10.8,-2.3 to 9.1,Similar to Last Season,0.1208,10.5 - 13.3,3
COVID,State,New Hampshire,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,18.8,20.3,4.9655,2.9082,-1.5679,5.7545,13.8 to 23.7,17.4 to 23.3,-7.3 to 4.2,Similar to Last Season,0.1878,15.5 - 34.6,5
COVID,State,New Jersey,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,9.9,11.3,2.705,1.8791,-1.3983,3.2936,7.2 to 12.6,9.4 to 13.2,-4.7 to 1.9,Similar to Last Season,0.0989,7.4 - 10.4,2
COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,14.4,16,4.4814,2.5004,-1.6257,5.1318,9.9 to 18.9,13.5 to 18.5,-6.8 to 3.5,Similar to Last Season,0.1438,13.4 - 15.4,4
COVID,State,New York,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.7,14,4.7351,1.6183,-0.3734,5.004,8.9 to 18.4,12.4 to 15.6,-5.4 to 4.6,Similar to Last Season,0.1366,13.4 - 15.4,4
COVID,State,North Carolina,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,9.6,10.8,3.1278,1.8664,-1.1952,3.6423,6.4 to 12.7,8.9 to 12.6,-4.8 to 2.4,Similar to Last Season,0.0958,7.4 - 10.4,2
COVID,State,North Dakota,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,14.4,9,7.3129,2.1039,5.4308,7.6095,7.1 to 21.7,6.9 to 11.1,-2.2 to 13.0,Similar to Last Season,0.144,13.4 - 15.4,4
COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,11.1,12.6,4.0343,2.2478,-1.4859,4.6182,7.1 to 15.1,10.3 to 14.8,-6.1 to 3.1,Similar to Last Season,0.1109,10.5 - 13.3,3
COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,5.2,6.4,1.9667,1.4141,-1.2219,2.4223,3.2 to 7.2,5.0 to 7.8,-3.6 to 1.2,Similar to Last Season,0.052,2.7 - 7.3,1
COVID,State,Oregon,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,18.5,20.4,3.5834,2.7292,-1.9035,4.5044,14.9 to 22.1,17.7 to 23.1,-6.4 to 2.6,Similar to Last Season,0.1852,15.5 - 34.6,5
COVID,State,Pennsylvania,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.7,12.2,4.0312,1.4635,1.4528,4.2886,9.6 to 17.7,10.7 to 13.7,-2.8 to 5.7,Similar to Last Season,0.1366,13.4 - 15.4,4
COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,4.5,5.5,1.9604,1.3964,-1.0445,2.4069,2.5 to 6.5,4.1 to 6.9,-3.5 to 1.4,Similar to Last Season,0.0449,2.7 - 7.3,1
COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,16.7,18,5.3261,3.5544,-1.3369,6.4032,11.3 to 22.0,14.5 to 21.6,-7.7 to 5.1,Similar to Last Season,0.1668,15.5 - 34.6,5
COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,6.7,7.5,6.7978,1.5799,-0.7959,6.979,-0.1 to 13.5,5.9 to 9.1,-7.8 to 6.2,Similar to Last Season,0.0672,2.7 - 7.3,1
COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,10.1,8.9,3.8038,2.1864,1.2318,4.3874,6.3 to 13.9,6.7 to 11.1,-3.2 to 5.6,Similar to Last Season,0.1013,7.4 - 10.4,2
COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,5.8,9,2.6037,2.0981,-3.2255,3.3438,3.2 to 8.4,6.9 to 11.1,-6.6 to 0.1,Similar to Last Season,0.0579,2.7 - 7.3,1
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,11.2,9.4,2.1875,0.9674,1.8161,2.3919,9.0 to 13.4,8.4 to 10.3,-0.6 to 4.2,Similar to Last Season,0.1119,10.5 - 13.3,3
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.7,12.6,5.9831,2.4402,1.0271,6.4616,7.7 to 19.6,10.2 to 15.1,-5.4 to 7.5,Similar to Last Season,0.1366,13.4 - 15.4,4
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,34.6,28.4,7.5488,5.0586,6.1946,9.087,27.0 to 42.1,23.3 to 33.5,-2.9 to 15.3,Similar to Last Season,0.3459,15.5 - 34.6,5
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,17,14.3,3.8933,1.7028,2.7565,4.2494,13.1 to 20.9,12.5 to 16.0,-1.5 to 7.0,Similar to Last Season,0.1701,15.5 - 34.6,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,19.8,19.1,5.4849,2.6098,0.7103,6.0741,14.3 to 25.2,16.4 to 21.7,-5.4 to 6.8,Similar to Last Season,0.1976,15.5 - 34.6,5
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,4.9,8.4,1.7698,1.7555,-3.5172,2.4928,3.1 to 6.7,6.6 to 10.2,-6.0 to -1.0,Lower than Last Season,0.0489,2.7 - 7.3,1
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.1,15.5,4.2442,2.9175,-2.3912,5.1502,8.8 to 17.3,12.6 to 18.4,-7.5 to 2.8,Similar to Last Season,0.1309,10.5 - 13.3,3
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,9.3,9.2,4.6083,2.1108,0.16,5.0687,4.7 to 14.0,7.1 to 11.3,-4.9 to 5.2,Similar to Last Season,0.0935,7.4 - 10.4,2
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,15.6,18.4,4.9063,2.9605,-2.746,5.7303,10.7 to 20.6,15.4 to 21.4,-8.5 to 3.0,Similar to Last Season,0.1565,15.5 - 34.6,5
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,12.9,13.6,2.7989,1.7964,-0.7694,3.3258,10.1 to 15.7,11.8 to 15.4,-4.1 to 2.6,Similar to Last Season,0.1286,10.5 - 13.3,3
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,10.8,14.2,4.3975,2.4391,-3.3329,5.0286,6.4 to 15.2,11.7 to 16.6,-8.4 to 1.7,Similar to Last Season,0.1085,10.5 - 13.3,3
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,14.5,14.1,6.1397,2.1077,0.3947,6.4914,8.4 to 20.7,12.0 to 16.2,-6.1 to 6.9,Similar to Last Season,0.1452,13.4 - 15.4,4
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,15.1,16.8,4.4947,3.2523,-1.7015,5.548,10.7 to 19.6,13.6 to 20.1,-7.2 to 3.8,Similar to Last Season,0.1515,13.4 - 15.4,4
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.7,11.7,4.4607,1.588,2.0062,4.7349,9.2 to 18.1,10.1 to 13.2,-2.7 to 6.7,Similar to Last Season,0.1366,13.4 - 15.4,4
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,12.6,10.2,4.9258,1.8737,2.3115,5.2701,7.6 to 17.5,8.4 to 12.1,-3.0 to 7.6,Similar to Last Season,0.1256,10.5 - 13.3,3
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,10.4,10.5,2.3853,1.9207,-0.0323,3.0625,8.0 to 12.8,8.5 to 12.4,-3.1 to 3.0,Similar to Last Season,0.1042,7.4 - 10.4,2
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,11.1,8.7,3.3679,1.2979,2.3845,3.6093,7.7 to 14.5,7.4 to 10.0,-1.2 to 6.0,Similar to Last Season,0.111,10.5 - 13.3,3
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,8.8,9.3,1.4202,1.119,-0.48,1.8081,7.4 to 10.2,8.2 to 10.4,-2.3 to 1.3,Similar to Last Season,0.0881,6.2 - 9.1,2
COVID,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,6.9,7.6,1.2837,0.7935,-0.7121,1.5091,5.6 to 8.2,6.8 to 8.4,-2.2 to 0.8,Similar to Last Season,0.069,6.2 - 9.1,2
COVID,National,National,Race/Ethnicity,Hispanic,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,9.2,7.8,1.2081,0.5774,1.4065,1.339,8.0 to 10.5,7.3 to 8.4,0.1 to 2.7,Higher than Last Season,0.0925,9.2 - 11.8,3
COVID,National,National,Race/Ethnicity,"Other, Non-Hispanic",Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,11.9,11.1,1.7778,0.9625,0.7094,2.0216,10.1 to 13.6,10.2 to 12.1,-1.3 to 2.7,Similar to Last Season,0.1186,11.9 - 13.2,4
COVID,National,National,Race/Ethnicity,"White, Non-Hispanic",Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,11.8,11.6,0.8204,0.4785,0.2263,0.9497,11.0 to 12.6,11.1 to 12.0,-0.7 to 1.2,Similar to Last Season,0.1178,9.2 - 11.8,3
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,5.6,5.7,0.9903,0.6054,-0.0141,1.1607,4.7 to 6.6,5.1 to 6.3,-1.2 to 1.1,Similar to Last Season,0.0565,2.7 - 6.1,1
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,10.5,10.2,0.759,0.4974,0.23,0.9075,9.7 to 11.2,9.7 to 10.7,-0.7 to 1.1,Similar to Last Season,0.1045,9.2 - 11.8,3
COVID,National,National,Urbanicity,Urban (MSA Principal City),Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,12.8,11.9,1.275,0.6981,0.842,1.4536,11.5 to 14.0,11.2 to 12.6,-0.6 to 2.3,Similar to Last Season,0.1277,11.9 - 13.2,4
COVID,Region,Region 1,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,18.8,18.8,2.1949,1.3776,-0.0165,2.5914,16.6 to 21.0,17.5 to 20.2,-2.6 to 2.6,Similar to Last Season,0.1882,13.3 - 32.7,5
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,15.1,14.4,2.3557,1.4564,0.7302,2.7696,12.7 to 17.4,12.9 to 15.8,-2.0 to 3.5,Similar to Last Season,0.1508,13.3 - 32.7,5
COVID,Region,Region 2,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,9.1,10.3,1.6197,1.0921,-1.2609,1.9535,7.5 to 10.7,9.3 to 11.4,-3.2 to 0.7,Similar to Last Season,0.0908,6.2 - 9.1,2
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,13.2,13.9,1.3444,1.9054,-0.7895,2.3319,11.8 to 14.5,12.0 to 15.8,-3.1 to 1.5,Similar to Last Season,0.1315,11.9 - 13.2,4
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,5.9,6.3,1.0802,0.5938,-0.3442,1.2327,4.9 to 7.0,5.7 to 6.9,-1.6 to 0.9,Similar to Last Season,0.0593,2.7 - 6.1,1
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,12.2,11.3,1.3679,1.0837,0.8183,1.7452,10.8 to 13.5,10.3 to 12.4,-0.9 to 2.6,Similar to Last Season,0.1217,11.9 - 13.2,4
COVID,Region,Region 6,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,7.6,7,0.9793,0.5848,0.6079,1.1406,6.7 to 8.6,6.4 to 7.6,-0.5 to 1.7,Similar to Last Season,0.0763,6.2 - 9.1,2
COVID,Region,Region 7,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,10.5,9.1,1.9687,1.0925,1.3432,2.2515,8.5 to 12.4,8.0 to 10.2,-0.9 to 3.6,Similar to Last Season,0.1047,9.2 - 11.8,3
COVID,Region,Region 8,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,12.9,12.2,2.0684,1.19,0.7321,2.3863,10.8 to 15.0,11.0 to 13.4,-1.7 to 3.1,Similar to Last Season,0.1291,11.9 - 13.2,4
COVID,Region,Region 9,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,11.7,11.5,2.311,1.1955,0.2662,2.6019,9.4 to 14.0,10.3 to 12.7,-2.3 to 2.9,Similar to Last Season,0.1174,9.2 - 11.8,3
COVID,State,Alabama,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,6.1,4.9,2.2772,1.1286,1.207,2.5415,3.8 to 8.4,3.7 to 6.0,-1.3 to 3.7,Similar to Last Season,0.0607,2.7 - 6.1,1
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,5.8,7.3,2.4465,1.833,-1.5224,3.057,3.4 to 8.3,5.5 to 9.2,-4.6 to 1.5,Similar to Last Season,0.0582,2.7 - 6.1,1
COVID,State,Arizona,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,6.4,9.1,3.2945,2.1697,-2.7043,3.9448,3.1 to 9.7,6.9 to 11.3,-6.6 to 1.2,Similar to Last Season,0.064,6.2 - 9.1,2
COVID,State,Arkansas,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,4.2,5.4,1.7164,1.3765,-1.2109,2.2002,2.5 to 5.9,4.0 to 6.8,-3.4 to 1.0,Similar to Last Season,0.0418,2.7 - 6.1,1
COVID,State,California,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,13.2,12.4,3.0792,1.5333,0.8316,3.4398,10.1 to 16.3,10.8 to 13.9,-2.6 to 4.3,Similar to Last Season,0.1319,11.9 - 13.2,4
COVID,State,Colorado,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,14.9,15.1,3.2443,1.9903,-0.105,3.8061,11.7 to 18.2,13.1 to 17.0,-3.9 to 3.7,Similar to Last Season,0.1495,13.3 - 32.7,5
COVID,State,Connecticut,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,11.9,14.4,4.4951,2.6356,-2.5591,5.2108,7.4 to 16.4,11.8 to 17.1,-7.8 to 2.7,Similar to Last Season,0.1188,11.9 - 13.2,4
COVID,State,Delaware,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,8.3,10.2,2.487,2.2719,-1.9268,3.3685,5.8 to 10.8,7.9 to 12.5,-5.3 to 1.4,Similar to Last Season,0.0827,6.2 - 9.1,2
COVID,State,District of Columbia,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,32.7,27,4.1577,3.6852,5.7426,5.5558,28.6 to 36.9,23.3 to 30.7,0.2 to 11.3,Higher than Last Season,0.3272,13.3 - 32.7,5
COVID,State,Florida,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,3.6,5.3,1.8662,1.3289,-1.7262,2.291,1.7 to 5.5,4.0 to 6.7,-4.0 to 0.6,Similar to Last Season,0.0361,2.7 - 6.1,1
COVID,State,Georgia,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,7.2,6.4,3.0545,1.4896,0.8153,3.3984,4.1 to 10.2,4.9 to 7.9,-2.6 to 4.2,Similar to Last Season,0.0718,6.2 - 9.1,2
COVID,State,Hawaii,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,10.8,11.5,3.0797,2.5216,-0.7091,3.9803,7.8 to 13.9,9.0 to 14.1,-4.7 to 3.3,Similar to Last Season,0.1084,9.2 - 11.8,3
